date,speaker,text
2021-10-05,Ezra Klein,"So one of the critiques of long-termism is it quickly gets you into this kind of mathematical moral blackmail, where, well, if you say, because in the future, human beings could spread throughout the galaxies and there could be a trillion of us, over and over again, there could be a trillion of us, so if you give the future human lives 1 percent of the weight of a current human life or 0.1 percent, sort of anything that makes that future more likely to happen is just an astonishingly good investment that outweighs anything you can do for people today. How do you think about that?"
2021-10-05,Holden Karnofsky,"I have a few ways of thinking about this. One way comes back to worldview diversification again. So what we aren't trying to do is find the one master framework that is the one thing. What we are trying to do is find things we can do that may turn out to be hugely ahead of the curve that may turn out to be a really big deal, that may turn out to be the best money we've ever spent. I think long-termism definitely checks that box. And so, Open Philanthropy is never going to be an organization that is exclusively long-termist. But we do put a lot of money into it. And the way you phrased it is one way of phrasing it. But if we also just phrase it another way and we say, why don't we try to focus our actions and our efforts on the things that might still matter a billion years from today, why don't we try to do the things that optimize for having the best future we can, for bequeathing the best thing we can to the future generations, for having the best overall story of humanity that we possibly can, having a healthy society, a society that makes good decisions, a society that's equitable and inclusive? I don't know. I don't think that sounds nearly so crazy. And I think if you were to walk around all day, this is something I've increasingly been trying to do myself because we've been doing division of labor at Open Philanthropy, and I've been focusing more on long-termism. But if you just walk around all day, just thinking, well, what is it that's the best for helping the world be a good place a billion years from now? I think you end up doing a lot of really super reasonable things and maybe paying a lot of attention to things that should be getting more attention today."
2021-10-05,Ezra Klein,"Well, talk me through how even think of what the long-term in long-termism is because a critique we might have of just the way human beings are right now — I don't think we're typically doing things to make 24 hours from now the best it could possibly be, right? We're pretty far off of an ideal policy. So then, one version of long-termism is, let's just think about our children's world. And another is, let's think about 150 years from now, which is pretty far in the future. But I'd feel more confident predicting trends out 150 years, knowing I'll get some of them wrong. You then begin talking about a million years, a billion years."
2021-10-05,Holden Karnofsky,"A billion years, yeah."
2021-10-05,Ezra Klein,"What is long-termism to you? Because the further you go out, obviously, the more the uncertainty begins to bite. So how do you define it? And then how do you work within that uncertainty?"
2021-10-05,Holden Karnofsky,"From a values perspective, I think that we should be caring about the whole future. But you raise an important point, which is the big obstacle to doing long-termist work is knowledge. And it's very hard to predict the future. It's very hard to identify actions that will matter that long from now. And so the vast majority of ideas we have, we probably will be wrong. And we'll probably be overconfident about what will actually matter a million years, a billion years, whatever. So this is a huge challenge. And I think it's one of the downsides of being a long-termist and one of the reasons that I haven't put my whole life into it and never will. But that doesn't mean that we're totally helpless. It doesn't mean that we should just throw up our hands and say, let's just optimize for the next one year because that's the same as optimizing for the next billion years. And climate change is an example of that, where if you're always focused on the next year, you might say, let's burn more fossil fuels because that makes us all better off today. But it's not some radical state of ignorance. It's not some giant unknown question whether climate change is going to make the long run future better or worse and whether it has the potential to make it a lot worse for a very long time. It's actually a real possibility. And so, I think as a long-termist, to do it well, you have to have taste and judgment. And you have to know when you don't know something, which is almost always, and when you might be on to something that actually could matter for that period of time. That's not an easy thing to do. And it's a pretty young idea. So I don't think we're nailing it, but I think someone should be trying it."
2021-10-05,Ezra Klein,"So I know that you started out in a place that's, frankly, more like where I started out or maybe even where I am on these questions, which is a bit more critical of the idea of long-termism, more critical of the appeal of long-termism within the philanthropic circles you run in. But recently, you've put a lot more emphasis in it. In Open Phil's 2018 update on cost prioritization, you wrote, ""We'll probably recommend that a cluster of long-termist buckets collectively receive the largest allocation, at least 50 percent of all available capital.""Now, I know those numbers are subject to change. But it speaks to the fact that long-termism is an area you decide to place a lot more emphasis on in recent years. So tell me a bit about your trajectory on that. How did you become more persuaded there? And what did you become persuaded of?"
2021-10-05,Holden Karnofsky,"Sure. So as co-C.E.O. of Open Philanthropy, my job is to try to get ahead of the curve. My job is to look for ideas that are not only important but also neglected. And so, I'm always looking for what could be the next big thing that could matter for a ton of people that's not getting enough attention. And I deliberately seek out people and ideas that can introduce me to things that might do that. And so, through this, I have encountered the idea that this century, the 21st century, could be the most important century of all time for humanity. And a primary way that might come about is the development of A.I. systems that could cause a dramatic acceleration in science and technology, such that if you were to imagine a radical sci-fi future, a technologically advanced utopia, dystopia or anything between or even maybe a world that's not run by humans at all — that's run by AIs with their own non-human compatible objectives, which we can get to — a lot of people think that kind of long-run future is possible, but the right kind of A.I. could bring it very soon, could bring it this century. And once you think that you could be in that kind of century, now the timescales have collapsed. Instead of trying to make predictions about a billion years from now, we're trying to make predictions about the specific things that could happen in the next few decades that could matter for hundreds of years, thousands of years, billions of years. And so, when I first encountered this idea, I think it all just sounded too wild and too out there. And I really kind of mostly stuck to the work I was doing. But again, it's my job not to be too dismissive of ideas that could be extremely important and extremely neglected. So, over the years, I've come to take it more seriously. And in particular, Open Philanthropy has had a team really focused for the last several years on taking this thesis about A.I. and the most important century and poking every angle at it, looking for the weak points, trying to figure out whether this is really plausible. And we've gotten to the point where I'm not going to say that this is something I know. I'm not going to say this is something that's going to happen. But I am going to say it's a serious possibility that I think deserves a lot more attention than it's getting. And the most recent kind of change for me is, I've been trying to get my thoughts straight. And so, I've started my own blog called Cold Takes, where I'm trying to lay out the case that we're in the most important century as simply as I can. And more generally, have been noticing that I've been taking on more unconventional views, more views that are important to what we're doing, but that are not widely held. And I think it's important for me to be writing up those views in a clear and simple way in public, not only to help get clear in my own head about what I believe but also — because if I'm wrong, I want it to be easier for other people to encounter what I'm saying and to show me how I'm wrong. So this is a project that I'm on now, is taking these ideas that could be astronomically important that I've started to take quite seriously and continue poking at them by kind of putting them out there."
2021-10-05,Ezra Klein,"Well, let's talk about that project. We'll go deeper into these questions around A.I. in a minute. But first, I want to step back and talk about the big picture view of your— I always feel like you need drums and horns when you say this — Most Important Century series. One of the things you're really arguing there is that the future could be profoundly unlike the past in a way that it's true that 2021 is unlike 1900, but it's a lot like 1900. It's still human beings running around. A lot of things are recognizable, a lot of the same religions. You had Democrats and Republicans in 1900. There's a lot happening then that was quite similar. But you're arguing here that 2300 could be basically unrecognizable as a world. So give me the basic case for that, the case for why the future might be wildly different than the past."
2021-10-05,Holden Karnofsky,"This is a big thing that has held me back from taking the Most Important Century idea seriously for many years, is that it just — if it's true, it implies we live in this wild, unusual time. And something I've learned is that if you just look at our time in full historical context, there's so many reasons other than A.I. to think that we do live in a wild time. So I think it's helpful to just kind of situate it in context. First, there's the past. So the universe is more than 10 billion years old. Life on Earth is more than 3 billion years old. The whole thing of a species that's creating its own technology at all, even stone tools. That's millions of years old. So that's millions versus billions. That's the blink of an eye on galactic timescales. And then human history is also just very packed into the recent past. So I think almost any metric you look at — economic growth, population, major technological milestones — more has happened in the past few hundred years than in the previous several hundred thousand or several million years. And that kind of points to this idea that there is a sort of acceleration that has occurred. Things have moved faster and faster. And if you simply project that acceleration forward and you say the acceleration continues or it's paused right now, but it comes back, in some ways, things going so crazy and the next few decades being more eventful than everything that came before is a continuation of a trend, not a breaking of it. Then, if you look to the future, I think there's other interesting observations about what a weird time we're in. Today's level of economic growth is a few percent a year. That doesn't feel that crazy to people. But it is not only an incredibly high level by historical standards, it's a level that doesn't look like it can go on forever. So if you try to project out thousands of years of growth of even 2 percent a year, it kind of looks like you've run out of atoms in the galaxy. You just can't do it. And so something has to change."
2021-10-05,Ezra Klein,"Hold there for a minute because I know the math on this, but it's very unintuitive. So, as I remember the calculation you run, 2 percent growth a year for 10,000 years will get you to a quantity that you basically can't run with the materials of the galaxy. But 2 percent doesn't seem that big."
2021-10-05,Holden Karnofsky,"Yeah, I mean, the specific quantity is at some multiple of the number of atoms in the galaxy, and there's very good reasons to think we would not be able to get even close to the edges of the galaxy in that time, because you're just constrained by the speed of light, if nothing else. So, yeah, 2 percent, I mean, it's exponential growth. And if you just plot it out 10,000 years, exponential growth tends to be very unintuitive. Accelerating growth is even more unintuitive and even more explosive. And that is something we've seen accelerating growth or what's called super exponential growth. We've seen it in the past. And if we see it in the future, yeah, I mean, things go to the moon very quickly, and it's very unintuitive. But I do believe it's something that could happen."
2021-10-05,Ezra Klein,But why this century? What makes this century so important?
2021-10-05,Holden Karnofsky,"So, three basic points. Point one is that the long-run future could be just radically unfamiliar. It could be a radical utopia, dystopia, anything in between. Point two is that the long-run future could become the near-term future if the right kind of A.I. is developed to accelerate science and technology dramatically. And point three is that that kind of A.I. looks more likely than not this century. And then the bonus point four is that when you put the three together, a natural reaction is that this implies we're in a very special time. And it sounds too wild to be true. But point four is that if you step out and look at our place in history, it looks like we're in a very weird and wild time for many reasons that have nothing to do with A.I. And so we should be ready for anything."
2021-10-05,Ezra Klein,"I think actually just the idea of acceleration here is unintuitive. I think if you know the basic growth story, it's been fairly steady 2 percent growth globally for some time. People hear a lot about great stagnation. They hear about wage stagnation. It's been very hard for a lot of countries to break out of middle income traps. It doesn't intuitively feel like we are in an era of globally accelerating growth. So, walk me through the accelerationist argument."
2021-10-05,Holden Karnofsky,"Yeah, I think we're not in a period of globally accelerating growth. And I don't think we necessarily will be again. We could just end up with a world that stagnates, where growth slows, like you're saying. The case for accelerationism would be — so the basic idea is, if you look at most standard economic growth models, there's this potential for a feedback loop. This is something that can happen. It's not something I think is happening today. But you could have a feedback loop where every time you get more resources, more food, whatever, that leads to more people. More people have more ideas. More ideas leads to innovation, and therefore, more resources. So you get resources, people, ideas, resources, people, ideas, and you get a feedback loop. And that causes accelerating growth that can be this very explosive dynamic. And it looks reasonably likely that this has described periods of economic history. The people refer to the Malthusian dynamic, where people didn't get much richer, even though they were improving productivity, because the additional resources would just go into more people. And so, you see that pattern. And what happened, what changed a couple hundred years ago or so is called the demographic transition where it stopped being the case that more resources meant more people. And now, of course, when people have a lot of wealth or have a lot of resources, they tend to just be richer. It doesn't cause them to have more children. And so —"
2021-10-05,Ezra Klein,It does the opposite in fact. They have fewer children.
2021-10-05,Holden Karnofsky,"Exactly. And so if that's the dynamic we're in, then, yeah, you would, by default, expect that we will get stagnation. And I think that's a serious possibility that our long-run future looks like economic growth has to slow dramatically. I think there's a lot of reasons to think that is our default. The question is, is there a way to get that same function provided by people, provided by something else, such as A.I., that can be straightforwardly produced by more resources. So today, we have A.I. systems that are cool. They can beat people at chess. They can transcribe audio. What they're not doing is they're not doing that innovation part of the feedback loop. They're not creating new technologies autonomously. They're not advancing science and technology on their own because there's such limits to what they could do. And the question is, if that changes, if AI is developed that could be as good as humans — doesn't have to be better — at sort of pushing science and technology forward, then you get the feedback loopback back. And then you could get an explosion."
2021-10-05,Ezra Klein,"So there are a number of things I want to question in this or describe more. But I want to first start at what I think will be the natural objection, which is something you didn't spend time on there. In a population-resources-ideas feedback loop, resources is a part of this. So I think it's gotten the worst name recently. There is a broadly held view — I hold it — we talked about climate change already in the show— that we've had a lot of growth that is using up a lot of resources in a way that, for all the good it's done, has also done a lot of harm. It's put us in a very dangerous climate situation. It has led to a tremendous amount of extinction of other species. The idea that you would just accelerate growth from there, well, with what resources? Oftentimes, growth does not create resources. It consumes them, right? We're consuming fossil fuels that are finite on this planet, et cetera. How do you think about the resource constraint? Or do you not see it as a constraint? Talk about that piece before we go into what would happen if you blew up the rest of the loop."
2021-10-05,Holden Karnofsky,"First, I just want to be clear that I'm not talking about this possibility as this is exciting, and we got to do it. I'm talking about it as this is something that might happen, for better or worse. And I think it could be very good or very bad. But in terms of resources, so humans right now are the only thing that sort of have ideas, that sort of create new technologies that advance science. And humans have a lot of needs. And there's a lot of resources for humans that are really hard to replace. There's only one planet that we really know of where it seems pretty doable for humans to exist for a long time. And once you have a different kind of technology fulfilling that part of the feedback loop, that kind of technology does not need all the same resources that humans have. What do you need in order to run more A.I.s? You need more computers. Well, you need some things for that. You need metal. You need electricity. You need cooling. But there's not that much that you need to run more computers. And actually, all the things you need are very abundant in space. And all the things you need to get to space, I think, can be built with those sort of limited set of resources. So I think that's kind of the whole idea, is that it's a lot easier to build more A.I.s than it is to build more humans. And so this loop could quickly get out of control if that dynamic changes."
2021-10-05,Ezra Klein,"I want to put a pin in there's a lot of metal in space because I think it's actually an important part of your vision, a lot of other people's visions that we should come back to in a second. But in terms of here, this is always a question I have about the AI and locking tremendous economic growth question, which is, oftentimes, the constraint on an idea improving people's lives is material in some way or another. So, for instance, there is a lot we could do with better analysis leading to better drug innovation. But actually, a huge constraint in drug innovation is you need to run a lot of trials on human beings. You need to actually test things in the real world. It slows everything down. It's a big deal. It's not clear to me, in the first approximation, where A.I. helps on that or how much it actually unlocks. Or in terms of things people might want, houses take wood. Cars need to be built. It is true that the A.I.s themselves would not need a lot of resources. But in order to get a huge amount of pressure on the growth number, which is measuring things the economy actually produces and people consume, a lot of this would have to be built. It's not going to all be digital t-shirts in the metaverse. And so, how does A.I. create more resources, as opposed to even potentially disastrously using them up? I mean, should I look at resources as fixed, and more growth will just consume them faster? Or should I look at them as like a pie you can expand? How do you think about that part of the equation?"
2021-10-05,Holden Karnofsky,"I think my first answer to the question is that if you assume that you can't translate these A.I. resources into human resources, it doesn't change the fact that we're looking at an enormously consequential development. So if you have this kind of dramatic feedback loop and a dramatic increase in sort of the reach of our world, of our planet's artifacts, if there could be sort of this growing population of A.I.s that is expanding throughout space, that's a very high stakes situation for humans. If it turns out there's no way to convert all of that wealth into wealth that makes humans' lives better, well, that's really bad news. It doesn't mean that this is a nothing burger, though. It kind of might mean this is really bad news. So when I talk about a giant acceleration in science and technological advancement, that doesn't have to be an acceleration in medicine. But it's an acceleration in some sort of general potency, some sort of resources, some sort of ability to make something happen. And the less compatible that is with humans, the worse. Then it sort of becomes up to us. I mean, if this happened, could we harness it in a way that it was to humans' benefit? Could we take a very large supply of sort of digital minds or A.I.s having ideas and use that to make the world better? Or is it just going to turn into this sort of runaway train? And I think that's a question for us."
2021-10-05,Ezra Klein,"Well, give me a concrete example. What's an example of a way, if we unlocked this boundary we have on creativity and innovation, right? You have 5 billion A.I. minds coming up with cool ideas all the time. When you think about how that could lead growth to go vertical, what are the kinds of things you're thinking might emerge? What problems that we have might they solve? I mean, it's all fine to talk about growth and GDP and A.I.s, but paint the sci-fi utopia or dystopia for me. Let's get tangible."
2021-10-05,Holden Karnofsky,"Sure, I'll start a little bit more tangible, and then I'll get a little bit more out there. So for the little more tangible, we can talk about energy. Energy is definitely something that if you had a lot of minds and you had a lot of resources, you should be able to get a lot of energy. You should be able to get it very cheap. And you should be able to get it in a way that isn't necessarily involving any greenhouse gas emissions or anything like that because there's just plenty of energy to be had if you had big enough and good enough solar panels. That's something that I think could absolutely come out of this loop. Then if we talk about health, I mean, you might be right that health is always going to be bottlenecked by human trials. But if you're able to do enough simulations, if you're able to have enough minds on the problem, you really could come up with a very large number of candidate drugs at once. You might have to wait a few years for the clinical trials. But it's sort of the sky's the limit in terms of how much you could improve health. And so, that's the answer number one, is health and energy. Well, I mean, that's an awful lot. We could go through other parts of the economy, but dramatic changes in health, lifespan and energy would certainly be a big deal. Now I'm going to go more to the wilder end of the spectrum and the more speculative end because I think it's important for people to not have their aperture too narrow and not be stuck on things that feel like today, when we could be looking at dramatic changes. So I do want to talk about the more radical end of things. It's very important not to have too narrow an aperture. It's very important not to insist on thinking about things that seem real today when we could be confronting a dramatic acceleration. So, in the Most Important Century series, I try to just give one concrete imaginable example that won't necessarily be the right one of how technology could get super crazy advanced and give us a huge amount of control over our environment. I call the example digital people. This is very related to the idea of mind uploads. And it's the idea that you could have sort of people made of software, fully conscious beings. They don't have to be just like us, but they would be something that we decided were properly referred to as our descendants, some sort of digital mind that we would look at and say, I care about that digital mind. That digital mind matters. And identify with them. Maybe I think of them as part of our civilization. And just from that, just from having either a digital running of a conscious human mind — and we could talk about whether such a thing would be conscious or what that would even mean, happy to get to that if you want — or just something else that we identify with for any reason, that could get extremely radical because any kind of digital being — it could be in a virtual environment, which means that it experiences anything that the runners of the environment want it to experience — that can be unlimited good. That could be unlimited bad. There's no reason that digital people need to have any kind of health problems or any kind of lifespan limits. And I'm not saying this is necessarily a good thing. There are very scary things about the idea of digital people. You can imagine a world where people are able to lock in certain values to their society forever because of the enormous amount of control you would have over those virtual environments. So I think digital people are something where if you just imagine it's possible, you visualize it to be concrete, you draw out the implications, it's very easy to get very quickly to a utopia or a dystopia that just goes all across the galaxy and lasts forever. Now, is that literally what's going to happen? No, it's an example of what could happen if technology advances enough. And there's probably many more I haven't thought of."
2021-10-05,Ezra Klein,I understand the idea of AI.
2021-10-05,Holden Karnofsky,"Yeah, sure."
2021-10-05,Ezra Klein,Digital people is a slightly different concept.
2021-10-05,Holden Karnofsky,"Yeah, it is."
2021-10-05,Ezra Klein,"What makes you think that that is something that we could do at a level of fidelity that we should be thinking of them as conscious, having rights, people we could simulate on? You have an interesting idea that one way digital people could really help is by accelerating social science. You could see what happens if you make bunches that meditate two hours a day every day, and others don't. But that you could have the fidelity in them that a simulation of a digital people would be relevant to, I guess, we'd call them real people, physical people. Give me the plausibility argument."
2021-10-05,Holden Karnofsky,"I mean, there's many ways you might imagine having digital beings that we cared about for one reason or another, but the plausibility argument I talk about, just the most concrete, is just, what if we could simulate everything that's going on in a brain? And brains are not these enormous rare artifacts. There's a lot of them. And there just doesn't seem to be a particularly good reason to imagine that we wouldn't be able to find some way of simulating a brain so that it is performing all the same important operations, all the same information processing, turning the same inputs into the same outputs, especially if you're imagining a dramatic acceleration in the population of A.I.s, which could be doing the science, which could be understanding how to run these simulations, which could be providing the computers that we've talked about. You could have as many as you want. This is not something where I've decided, oh, yes, this is definitely doable. This is just something that's more like, I don't see why not. I think if we were in this limit of having sort of infinite computing resources, I would expect this to happen by default, but maybe it won't. But it's definitely an example of a way the world could go very wacky very quickly."
2021-10-05,Ezra Klein,"This loops us back to that economic feedback idea because this is something I think is really important in your thought. And it is worth a sitting for a minute, which is that you really identify the core constraint on growth as population. And I don't think that's where people tend to think about it. They think of resources. They think about ideas. But in a lot of these different ideas, whether it's A.I. — and it does not have to be sentient; it can just be idea-generating A.I. that never has a feeling of its own, whether it's digital people, simulations of us, whatever it is, you're imagining a world where you just completely blow the top off of the population constraint. So tell me a bit about the population constraint as it operates in your thinking. Why do you see that as what would unlock so much potential for humanity?"
2021-10-05,Holden Karnofsky,". This is largely coming from the different models that economists are using to theoretically model growth. And they all have this kind of point of commonality. Not all of them, but it's just very common. And Open Philanthropy, we did a report called ""Report on Explosive Growth"" where we kind of very broadly surveyed the economic literature on how people model growth. And there's a lot of ways of doing it. But this feedback loop is just a very common property. It's a very common theme. And it's true that I think most people don't tend to think of population as this essential input into growth. But I think that comes back to long-term, short-term again. A cool paper that I recently wrote about, there's a paper by Chad Jones that just talks about what you think about long-run growth if you're using what he calls the semi endogenous growth models. And it does say that over the last 100 years, a lot of our growth has not been about population. It has not been about population growth. It's been about increasing education. It's been about reallocation of resources. But these things, they have limits to how much more of them we can do. In the long-run, it's kind of hard to see how you get continuing high growth or continuing improvement in living standards per capita if you're not having a rising population. So I think the idea of population is that humans are the only things that produce ideas, innovations, new technologies. You need them to do that. You need more of them if you want more of that. If ideas are getting harder to find over time, then you need even more of them over time. And so, this becomes this very important factor."
2021-10-05,Ezra Klein,"So I do think taking the dystopic possibilities of all this seriously is important. Something the sci-fi writer Ted Chiang once said to me has stuck in my mind when I asked him about if he thought we'd ever create a sentient A.I. And he said, no, he didn't really think so, but maybe we could. But we shouldn't because far before we ever created sentient A.I. that could kill us all, we would create A.I. that we could make suffer dramatically. When I hear about this possibility of creating these virtual environments, whether or not it is digital people or just us people, our people, I've always said that the most likely dystopia in the next couple hundred years always feels to me like the Ready Player One dystopia, where for vast amounts of the population, the actual opportunities in the world have just become so diminished that they are in a Brave New World-like V.R. rig. And things have just become artificial in a thin way as a way of escaping from a grim reality. When you say you're not sure if this is good or bad, I think that the implication when we talk about growth is that it's all going to be great. What are the things that worry you here?"
2021-10-05,Holden Karnofsky,"Things that worry me, number one would be misaligned A.I.s. So I take the possibility seriously. And I know it sounds wacky and like a sci-fi movie, but I take the possibility seriously that things could just spin out of control. You've got A.I.s that can grow the population in a much faster way than humans. And you've got A.I.s just running the world, setting up whatever they're setting up over the galaxy, based on their own sort of random objectives that came in because they weren't carefully designed and are not compatible with humans. So that seems like probably the thing that I feel best about saying, let's really make sure we don't get that. That just doesn't seem like a human-friendly world in any way, shape, or form. Then, what are other things I worry about? I mean, in general, I don't like the idea of rushing headlong into this world, of having a world where all the people who have inclusive and humanitarian values are focused on other issues. Everyone working on A.I. is just someone who loves doing fun, sexy stuff and pushing tech forward. Then we kind of rush headlong into this world where it just becomes a race. And it just becomes — you have this dramatic acceleration. And the people who are the least careful and the most eager to win the race end up running the world. And those are not the kind of people that I hope will end up running the world. So, those are two things I worry about a lot. And a lot of what feels central to me when I think about what do I hope for, if this is the most important century, is, I hope we find a way to have more reflection than either of those implies. There's this term Toby Ord uses in the book, ""The Precipice,"" called the long reflection. And it's the idea of having civilization take its time, in a sense. Use technology to give itself time to improve and to have moral progress and to not build some incredibly large, powerful, galaxy-spanning civilization before it's something that can be done in a fair, inclusive, thoughtful way."
2021-10-05,Ezra Klein,"So, one of the ideas here that you talk about is also that we're in what I've come to think of as a quarter of existential risk. That until the 20th century, humanity hadn't really created technologies that could possibly wipe out all of humanity without a really tremendous amount of effort, right? You really would have needed a lot of people going around, individually killing everybody else. But then we created nuclear weapons, and all of a sudden, we could. We've talked a little bit about the possibility of synthetic bioweapons. Misaligned A.I. is something people worry about on this score. This is a big point of Toby Ord's book. We are one of the first generations to really have the power to end human life. And we're not that wise. Our technology has advanced far quicker than our governing institutions, far quicker than our moral intuitions, I would say. And so, a point you make is that if you get to the other side of this technological era, if you can diversify humanity into other worlds, into other formats of being alive, like computers, maybe there isn't quite as much existential risk anymore. But between here and there, there's a lot. That also strikes me as a reason this is an important period because we may be more protected from wiping out our civilization in a couple hundred years, but we're not now."
2021-10-05,Holden Karnofsky,"Yeah, that all sounds right to me. There is some future state where we've likely become very technologically advanced, where there's not a lot more advances around to kind of shake things up, where there is a great amount of control over the environment, where we're able to be spread throughout the galaxy, have the stability that comes with that, where we might have the stability that comes with not having aging or dying be necessary or just having those take a very long time. So there's a lot of reasons I think that you might expect just the world to reach a state at some later date where however things are, that's how they're going to stay, at least for very long periods of time. And I think that could be a very good thing or a very bad thing. It just depends on what that state is. And that's what gives me so much vertigo about the idea of the most important century. It's just, things speed up a lot. And you get to some sort of radical future. And the seed of it, the starting point, seems like it matters an awful lot. And it's this huge opportunity for things to go very well or very poorly. And I don't feel like there's a lot of seriousness about what to do with that situation."
2021-10-05,Ezra Klein,"So should we maybe just not? Should we maybe just not be trying to build A.I., maybe just not be trying to push some of these technologies forward? Should we maybe just not be trying to grow as much as we try to grow?"
2021-10-05,Holden Karnofsky,"I think if it were up to me, we would be really slow and deliberate and reflective about it and sort of have some process for making sure that a lot of people were included in a serious reflection on whether this is a good idea before anything really dramatic and irreversible happens. It's not up to me. I think this is coming. I think the economic incentives to create this kind of A.I. are very strong. The idea of having the whole world just not work on it doesn't seem viable. I also think there are tremendous potential benefits from A.I. and from all technology. Like I've said, I think that the pattern of economic growth seeming like a good thing does look true over the last couple hundred years and probably is true over the coming decades, at least. So I just don't know that it's realistic to go the way you would kind of go in a happy dream world. And I think instead, we have to take this as something that's coming our way and think about what to do about it."
2021-10-05,Ezra Klein,"Does the entire vision for you actually rely here on this kind of A.I.? Which is to say that if, for some reason, it just turned out that you couldn't create this kind of transformational A.I., that it was never able to learn on enough real world data to create real world innovations, that the computing was too difficult — I don't know — something was found, and it just doesn't — there's a limit we hit and we can't go beyond that on creating computer intelligence, does then the future just look pretty normal to you?"
2021-10-05,Holden Karnofsky,"It looks a lot more normal. It would definitely be a big change in my views. It would remain the case that we live in a very strange time. And I feel like we should be ready for wild stuff to happen next. It would remain the case that anything that kind of went into that feedback loop or dramatically accelerated science and technology for any other reason could be enormously high stakes. There are other technologies I could name that I would consider to be still extremely important, still extremely high stakes. I think the climate change situation would be one of the biggest things looming in sort of this could make a permanent difference kind of zone. So would the risk of pandemics. So I think there'd still be a lot to think about. I think we would still live in an extraordinarily strange time. But learning that there's no kind of digital mind that could do what humans do to advance science and technology, including a simulation of humans, a digital simulation of humans learning — that's just off the table — that would dramatically move me toward expecting stagnation and thinking about what to do about that."
2021-10-05,Ezra Klein,"So let's live in that world for a minute. Let's not think about digital people, A.I. minds, none of that. Something you tapped earlier is the possibility of easing the resource constraint, because you are mining the incredibly abundant minerals and metals and asteroids and in other parts of the galaxy. Even before you get to settling all over the galaxy, you actually could get a lot of resources out of things that are just flying around space. How important is that as a set of technologies for opening the resource constraint, as opposed to the population one?"
2021-10-05,Holden Karnofsky,"That's not something I have really strong views about. I think there's clearly resources that are important for us that we're not going to be able to just get that way. Having a habitable planet and a friendly climate to humans, you can't just take a bunch of metal and somehow make a friendly climate out of that. So I do think eventually, it should be possible to get all our energy from clean sources. But I think there is a real possibility that if this A.I. thing turns out not to be feasible, we could be looking at a world where we really do stagnate in terms of living standards, and we don't have as much of a growing positive-sum economy anymore. And that becomes a different kind of challenge."
2021-10-05,Ezra Klein,Would that be a bad thing?
2021-10-05,Holden Karnofsky,"I would think by default, yes. It seems like you've got kind of a wind at your back if there's more to go around every year, more wealth, more just things that make people's lives better. And there is still an enormous amount of poverty today that is just really severe and is quite material. So it seems like there's still quite a lot of work to do in reducing poverty. It's a lot of what Open Philanthropy focuses on. It's what I've spent most of my career on. And I think it's really important. So, yeah, I think the idea that you stagnate and the idea that you just have what you have, I hope it would happen after there's no more poverty of the kind that we see in lots of the world today. But even if that happens, I think it makes me nervous to have a world where there's no wind at your back of that kind. And it just, we have what we have, and we're all just fighting about who gets the most of it."
2021-10-05,Ezra Klein,"Well, let me take the other side of the argument for it to be provocative."
2021-10-05,Holden Karnofsky,"Yeah, sure."
2021-10-05,Ezra Klein,"So when I talk to you or anyone else who believes in something like the most important century, I hear a lot of, I'm not saying this is good or bad. I hear a lot of, we could invent misaligned A.I. that wipes out all of humanity. I hear a lot of, maybe we'll create digital people or at least some kind of morally important, morally consequential digital life form. And I look around, and I look at how we treat animals. And I think, well, that may not go well at all."
2021-10-05,Holden Karnofsky,Agree.
2021-10-05,Ezra Klein,"I look at the creation, of course, of weaponry, which you've not talked that much about here, but that could be unbelievably destructive. And there's, of course, an alternative vision, which is, I had Richard Powers, the novelist, on the show a little bit back, who wrote Overstory, just wrote the beautiful book ""Bewilderment."" And I mean, his view of where humanity should go is not non-technological, but it is into more of a relationship with nature. I think we called it, in a nutshell, a scientific animism, that the world is getting richer, but we don't need to be that much richer for there to be a lot to go around. We have the capacity to, over the next 30 or 40 or 50 years, power things through solar if we chose to. I mean, the same constraints on our wisdom that keep us from responding to climate change well now, they bite as hard or harder in the kinds of futures you're talking about. So, maybe the future we should be working towards is not this unbelievably high risk gamble of spreading out throughout the stars and maybe enslaving A.I. or being enslaved by it, but just trying to chill a little bit, share a bit more, protect the climate. Why should that not be the vision?"
